titulo,co_autores,ano_pub,DOI,estudio
Network Connections and Salivary Testosterone Among Older U.S. Women: Social Modulation or Hormonal Causation?,"Das, Aniruddha",2019,10.1093/geronb/gbx111,
Neural substrates of vulnerability to postsurgical delirium as revealed by presurgical diffusion MRI.,"Cavallari, Michele; Dai, Weiying; Guttmann, Charles R. G.; Meier, Dominik S.; Ngo, Long H.; Hshieh, Tammy T.; Callahan, Amy E.; Fong, Tamara G.; Schmitt, Eva; Dickerson, Bradford C.; Press, Daniel Z.; Marcantonio, Edward R.; Jones, Richard N.; Inouye, Sharon K.; Alsop, David C.",2016,10.1093/brain/aww010,
Neuropathology-driven Whole-genome Sequencing Study Points to Novel Candidate Genes for Healthy Brain Aging.,"Alexander, John; Ströbel, Thomas; Georgitsi, Marianthi; Hönigschnabl, Selma; Reiner, Angelika; Fischer, Peter; Tsifintaris, Margaritis; Paschou, Peristera; Kovacs, Gabor G.",2019,10.1097/WAD.0000000000000294,
Neuropsychological profiles of an elderly cohort undergoing elective surgery and the relationship between cognitive performance and delirium.,"Fong, Tamara G.; Hshieh, Tammy T.; Wong, Bonnie; Tommet, Doug; Jones, Richard N.; Schmitt, Eva M.; Puelle, Margaret R.; Saczynski, Jane S.; Marcantonio, Edward R.; Inouye, Sharon K.",2015,10.1111/jgs.13383,
Noradrenergic-dependent functions are associated with age-related locus coeruleus signal intensity differences.,"Liu, Kathy Y.; Kievit, Rogier A.; Tsvetanov, Kamen A.; Betts, Matthew J.; Düzel, Emrah; Rowe, James B.; Howard, Robert; Hämmerer, Dorothea",2020,10.1038/s41467-020-15410-w,
"Normal, bound and nonbound testosterone levels in normally ageing men: results from the Massachusetts Male Ageing Study.","Mohr, Beth A.; Guay, Andre T.; O'Donnell, Amy B.; McKinlay, John B.",2005,10.1111/j.1365-2265.2004.02174.x,
Novel Risk Markers and Long-Term Outcomes of Delirium: The Successful Aging after Elective Surgery (SAGES) Study Design and Methods.,"Schmitt, Eva M.; Marcantonio, Edward R.; Alsop, David C.; Jones, Richard N.; Rogers, Selwyn O.; Fong, Tamara G.; Metzger, Eran; Inouye, Sharon K.",2012,10.1016/j.jamda.2012.08.004,
"Nutrient Patterns, Cognitive Function, and Decline in Older Persons: Results from the Three-City and NuAge Studies.","Allès, Benjamin; Samieri, Cécilia; Jutand, Marthe-Aline; Carmichael, Pierre-Hugues; Shatenstein, Bryna; Gaudreau, Pierrette; Ferland, Guylaine; Barberger-Gateau, Pascale; Laurin, Danielle",2019,10.3390/nu11081808,
Nutrition as a determinant of successful aging: description of the Quebec longitudinal study NuAge and results from cross-sectional pilot studies.,Gaudreau P; Morais JA; Shatenstein B; Gray-Donald K; Khalil A; Dionne I; Ferland G; Fülöp T; Jacques D; Kergoat M; Tessier D; Wagner R; Payette H,2007,10.1089/rej.2007.0596,
"Obesity and healthy aging: social, functional and mental well-being among older Canadians.","Rao, Deepa P.; Patel, Parth; Roberts, Karen C.; Thompson, Wendy",2018,10.24095/hpcdp.38.12.01,
Odor identification as a biomarker of preclinical AD in older adults at risk.,"Lafaille-Magnan, Marie-Elyse; Poirier, Judes; Etienne, Pierre; Tremblay-Mercier, Jennifer; Frenette, Joanne; Rosa-Neto, Pedro; Breitner, John C. S.",2017,10.1212/WNL.0000000000004159,
Older Women in Australia: Facing the Challenges of Dual Sensory Loss.,"Heine, Chyrisse; Gong, Cathy Honge; Feldman, Susan; Browning, Colette",2019,10.3390/ijerph17010263,
Openness declines in advance of death in late adulthood.,"Sharp, Emily Schoenhofen; Beam, Christopher R.; Reynolds, Chandra A.; Gatz, Margaret",2019,10.1037/pag0000328,
Oral Health-A Neglected Aspect of Subjective Well-Being in Later Life.,"Rouxel, Patrick; Tsakos, Georgios; Chandola, Tarani; Watt, Richard G.",2018,10.1093/geronb/gbw024,
Paradoxical Relationship Between Glycated Hemoglobin and Longitudinal Change in Physical Functioning in Older Adults: A Prospective Cohort Study.,"Wu, I-Chien; Chuang, Shu-Chun; Cheng, Chiu-Wen; Hsieh, Wan-Shan; Wu, Ming-Shiang; Hsiung, Chao A; Hsu, Chih-Cheng; Chen, Ching-Yu; Liu, Yen-Tze; Liu, Yo-Hann; Tsai, Tsung-Lung; Lin, Cheng-Chih",2019,10.1093/gerona/gly147,
Patterns of social engagement in the transition to later life.,"Burn, Katherine; Dennerstein, Lorraine; Browning, Colette; Szoeke, Cassandra",2016,10.1016/j.maturitas.2016.03.016,
Penetrance and the Healthy Elderly.,"Lacaze, Paul; Winship, Ingrid; McNeil, John",2017,10.1089/gtmb.2017.0126,
Perceived Discrimination and Longitudinal Change in Kidney Function Among Urban Adults.,"Beydoun, May A.; Poggi-Burke, Angedith; Zonderman, Alan B.; Rostant, Ola S.; Evans, Michele K.; Crews, Deidra C.",2017,10.1097/PSY.0000000000000478,
Personality and preventive healthcare utilisation: Evidence from the Irish Longitudinal Study on Ageing.,"Nolan, Anne; McCrory, Cathal; Moore, Patrick",2019,10.1016/j.ypmed.2018.12.029,
Personality traits and illicit substances: the moderating role of poverty.,"Sutin, Angelina R.; Evans, Michele K.; Zonderman, Alan B.",2013,10.1016/j.drugalcdep.2012.10.020,
Physical Activity and Psychological Distress in Older Men: Findings From the New South Wales 45 and Up Study.,"George, Emma S.; Jorm, Louisa; Kolt, Gregory S.; Bambrick, Hilary; Lujic, Sanja",2012,10.1123/japa.20.3.300,
"Physical activity in an air-polluted environment: behavioral, psychological and neuroimaging protocol for a prospective cohort study (Healthy Aging in Industrial  Environment study - Program 4).","Elavsky, S.; Jandačková, V.; Knapová, L.; Vašendová, V.; Sebera, M.; Kaštovská, B.; Blaschová, D.; Kühnová, J.; Cimler, R.; Vilímek, D.; Bosek, T.; Koenig, J.; Jandačka, D.",2021,10.1186/s12889-021-10166-4,
"Physical Activity, Sedentary Behavior, and Long-Term Changes in Aortic Stiffness: The Whitehall II Study.","Ahmadi-Abhari, Sara; Sabia, Severine; Shipley, Martin J.; Kivimäki, Mika; Singh-Manoux, Archana; Tabak, Adam; McEniery, Carmel; Wilkinson, Ian B.; Brunner, Eric J.",2017,10.1161/JAHA.117.005974,
Physical fitness is predictive for 5-year survival in older adults with intellectual disabilities.,"Oppewal, Alyt; Hilgenkamp, Thessa I. M.",2019,10.1111/jar.12589,
Physical Performance and Cognition in a Diverse Cohort: Kaiser Healthy Aging and Diverse Life Experiences (KHANDLE) Study,"George, Kristen M.; Gilsanz, Paola ScD; Peterson, Rachel L.; Glymour, Medellena Maria ScD; Mayeda, Elizabeth Rose; Mungas, Dan M.; Miles, Sunita Q.; Whitmer, Rachel A.",2021,10.1097/WAD.0000000000000428,
Pilot study protocol to inform a future longitudinal study of ageing using linked administrative data: Healthy AGeing in Scotland (HAGIS).,"Douglas, Elaine; Rutherford, Alasdair; Bell, David",2018,10.1136/bmjopen-2017-018802,
Population-based estimates of healthy working life expectancy in England at age 50 years: analysis of data from the English Longitudinal Study of Ageing.,"Parker, Marty; Bucknall, Milica; Jagger, Carol; Wilkie, Ross",2020,10.1016/S2468-2667(20)30114-6,
Posterior brain white matter abnormalities in older adults with probable mild cognitive impairment.,"Cooley, Sarah A.; Cabeen, Ryan P.; Laidlaw, David H.; Conturo, Thomas E.; Lane, Elizabeth M.; Heaps, Jodi M.; Bolzenius, Jacob D.; Baker, Laurie M.; Salminen, Lauren E.; Scott, Staci E.; Paul, Robert H.",2015,10.1080/13803395.2014.985636,
Postoperative Delirium and Postoperative Cognitive Dysfunction: Overlap and Divergence.,"Daiello, Lori A.; Racine, Annie M.; Yun Gou, Ray; Marcantonio, Edward R.; Xie, Zhongcong; Kunze, Lisa J.; Vlassakov, Kamen V.; Inouye, Sharon K.; Jones, Richard N.; Alsop, David; Travison, Thomas; Arnold, Steven; Cooper, Zara; Dickerson, Bradford; Fong, Tamara; Metzger, Eran; Pascual-Leone, Alvaro; Schmitt, Eva M.; Shafi, Mouhsin; Cavallari, Michele; Dai, Weiying; Dillon, Simon T.; McElhaney, Janet; Guttmann, Charles; Hshieh, Tammy; Kuchel, George; Libermann, Towia; Ngo, Long; Press, Daniel; Saczynski, Jane; Vasunilashorn, Sarinnapha; O'Connor, Margaret; Kimchi, Eyal; Strauss, Jason; Wong, Bonnie; Belkin, Michael; Ayres, Douglas; Callery, Mark; Pomposelli, Frank; Wright, John; Schermerhorn, Marc; Abrantes, Tatiana; Albuquerque, Asha; Bertrand, Sylvie; Brown, Amanda; Callahan, Amy; D'Aquila, Madeline; Dowal, Sarah; Fox, Meaghan; Gallagher, Jacqueline; Anna Gersten, Rebecca; Hodara, Ariel; Helfand, Ben; Inloes, Jennifer; Kettell, Jennifer; Kuczmarska, Aleksandra; Nee, Jacqueline; Nemeth, Emese; Ochsner, Lisa; Palihnich, Kerry; Parisi, Katelyn; Puelle, Margaret; Rastegar, Sarah; Vella, Margaret; Xu, Guoquan; Bryan, Margaret; Guess, Jamey; Enghorn, Dee; Gross, Alden; Gou, Yun; Habtemariam, Daniel; Isaza, Ilean; Kosar, Cyrus; Rockett, Christopher; Tommet, Douglas; Gruen, Ted; Ross, Meg; Tasker, Katherine; Gee, James; Kolanowski, Ann; Pisani, Margaret; de Rooij, Sophia; Rogers, Selwyn; Studenski, Stephanie; Stern, Yaakov; Whittemore, Anthony; Gottlieb, Gary; Orav, John; Sperling, Reisa",2019,10.1097/ALN.0000000000002729,
Predicted factors for older Taiwanese to be healthy octogenarians: Results of an 18-year national cohort study.,"Hsu, Wei-Chung; Tsai, Alan C.; Chen, Yu-Chia; Wang, Jiun-Yi",2017,10.1111/ggi.13112,
Predicting cognitive impairment in high-functioning community-dwelling older persons: MacArthur Studies of Successful Aging.,"Chodosh, Joshua; Reuben, David B.; Albert, Marilyn S.; Seeman, Teresa E.",2002,10.1046/j.1532-5415.2002.50260.x,
Predicting Trajectories of Functional Decline in 60- to 70-Year-Old People.,"Jonkman, Nini H.; Del Panta, Vieri; Hoekstra, Trynke; Colpo, Marco; van Schoor, Natasja M.; Bandinelli, Stefania; Cattelani, Luca; Helbostad, Jorunn L.; Vereijken, Beatrix; Pijnappels, Mirjam; Maier, Andrea B.",2018,10.1159/000485135,
Prediction of 6-year incidence risk of chronic kidney disease in the elderly aged 65 years and older in 8 longevity areas in China.,"Zhou, J. H.; Wei, Y.; Lyu, Y. B.; Duan, J.; Kang, Q.; Wang, J. N.; Shi, W. Y.; Yin, Z. X.; Zhao, F.; Qu, Y. L.; Liu, L.; Liu, Y. C.; Cao, Z. J.; Shi, X. M.",2020,10.3760/cma.j.issn.0254-6450.2020.01.009,
Prediction of Long-term Cognitive Decline Following Postoperative Delirium in Older Adults.,"Devore, Elizabeth E.; Fong, Tamara G.; Marcantonio, Edward R.; Schmitt, Eva M.; Travison, Thomas G.; Jones, Richard N.; Inouye, Sharon K.",2017,10.1093/gerona/glx030,
Predictive Factors for Verbal Memory Performance Over Decades of Aging: Data from the Women's Healthy Ageing Project.,"Szoeke, Cassandra; Lehert, Philippe; Henderson, Victor W.; Dennerstein, Lorraine; Desmond, Patricia; Campbell, Stephen",2016,10.1016/j.jagp.2016.05.008,
Predictors of injurious falls and fear of falling differ: an 11-year longitudinal study of incident events in older people.,"Clemson, Lindy; Kendig, Hal; Mackenzie, Lynette; Browning, Colette",2015,10.1177/0898264314546716,
Predictors of transitions in vitality: the italian longitudinal study on aging.,"Minicuci, Nadia; Marzari, Chiara; Maggi, Stefania; Noale, Marianna; Senesi, Antonella; Crepaldi, Gaetano",2005,10.1093/gerona/60.5.566,
Pregnancy history and cognitive aging among older women: the Rancho Bernardo Study.,"Ilango, Sindana D.; McEvoy, Linda K.; Laughlin, Gail A.; Bergstrom, Jaclyn; Barrett-Connor, Elizabeth; Kritz-Silverstein, Donna",2019,10.1097/GME.0000000000001318,
Prehypertension in midlife is associated with worse cognition a decade later in middle-aged and older women.,"Chen, Karren H. M.; Henderson, Victor W.; Stolwyk, Renerus J.; Dennerstein, Lorraine; Szoeke, Cassandra",2015,10.1093/ageing/afv026,
Preliminary Evidence for Subdimensions of Geriatric Frailty: The MacArthur Study of Successful Aging,"Sarkisian, Catherine A. MD; Gruenewald, Tara L.; John Boscardin, W.; Seeman, Teresa E.",2008,NA,
Prescription errors in older individuals with an intellectual disability: Prevalence and risk factors in the Healthy Ageing and Intellectual Disability Study,"Zaal, Rianne J.; van der Kaaij, Annemieke D. M.; Evenhuis, Heleen M.; van den Bemt, Patricia M. L. A.",2013,10.1016/j.ridd.2013.02.005,
Prevalence and Correlates of Sleep Disturbance in Postmenopausal Women: The Australian Healthy Aging of Women (HOW) Study.,"Seib, Charrlotte; Anderson, Debra; Lee, Kathryn",2014,10.1089/jwh.2013.4472,
Prevalence of Mild Cognitive Impairment by Multiple Classifications: The Monongahela-Youghiogheny Healthy Aging Team (MYHAT) Project,"Ganguli, Mary M. D.; Chang, Chung-Chou H.; Snitz, Beth E.; Saxton, Judith A.; Vanderbilt, Joni M. P. H.; Lee, Ching-Wen M. S.",2010,10.1097/JGP.0b013e3181cdee4f,
Primary and secondary supportive partnerships among HIV-positive and HIV-negative middle-aged and older gay men.,"Statz, Matthew; Ware, Deanna; Perry, Nicholas; Huebner, David; Cox, Christopher; Brown, Andre; Meanley, Steven; Haberlen, Sabina; Egan, James; Brennan, Mark; Teplin, Linda A.; Bolan, Robert; Friedman, M. Reuel; Plankey, Michael",2021,10.1371/journal.pone.0245863,
Profile and determinants of successful aging in the Ibadan Study of Ageing.,"Gureje, Oye; Oladeji, Bibilola D.; Abiona, Taiwo; Chatterji, Somnath",2014,10.1111/jgs.12802,
Projected impact of diabetes on the Costa Rican healthcare system.,"Santamaría-Ulloa, Carolina; Montero-López, Melina",2020,10.1186/s12939-020-01291-4,
Prospective relationship of low cardiovascular risk factor profile at younger ages to ankle-brachial index: 39-year follow-up--the Chicago Healthy Aging Study.,"Vu, Thanh-Huyen T.; Stamler, Jeremiah; Liu, Kiang; McDermott, Mary M.; Lloyd-Jones, Donald M.; Pirzada, Amber; Garside, Daniel B.; Daviglus, Martha L.",2012,10.1161/JAHA.112.001545,
Protein intake protects against weight loss in healthy community-dwelling older adults.,"Gray-Donald, Katherine; St-Arnaud-McKenzie, Danielle; Gaudreau, Pierrette; Morais, José A.; Shatenstein, Bryna; Payette, Hélène",2014,10.3945/jn.113.184705,
Psychological Well-being's Link with Cardiovascular Health in Older Adults.,"Boehm, Julia K.; Soo, Jackie; Chen, Ying; Zevon, Emily S.; Hernandez, Rosalba; Lloyd-Jones, Donald; Kubzansky, Laura D.",2017,10.1016/j.amepre.2017.06.028,
Quality of education impacts late-life cognition.,"Mantri, Sneha; Nwadiogbu, Chinwe; Fitts, Whitney; Dahodwala, Nabila",2019,10.1002/gps.5075,
Racial discrimination is associated with a measure of red blood cell oxidative stress: a potential pathway for racial health disparities.,"Szanton, Sarah L.; Rifkind, Joseph M.; Mohanty, Joy G.; Miller, Edgar R. 3rd; Thorpe, Roland J.; Nagababu, Eneka; Epel, Elissa S.; Zonderman, Alan B.; Evans, Michele K.",2012,10.1007/s12529-011-9188-z,
Racial/Ethnic Differences in Sleep Quality among Older Adults: Kaiser Healthy Aging and Diverse Life Experiences (KHANDLE) Study.,"George, Kristen M.; Peterson, Rachel L.; Gilsanz, Paola; Mungas, Dan M.; Glymour, M. Maria; Mayeda, Elizabeth Rose; Whitmer, Rachel A.",2020,10.18865/ed.30.3.469,
Racial/Ethnic Disparities in Young Adulthood and Midlife Cardiovascular Risk Factors and Late-life Cognitive Domains: The Kaiser Healthy Aging and Diverse Life Experiences (KHANDLE) Study,"Peterson, Rachel L.; George, Kristen M.; Gilsanz, Paola ScD; Ackley, Sarah; Mayeda, Elizabeth R.; Glymour, M. M. ScD; Mungas, Dan M.; DeCarli, Charles; Whitmer, Rachel A.",2021,10.1097/WAD.0000000000000436,
"Rates of diagnostic transition and cognitive change at 18-month follow-up among 1,112 participants in the Australian Imaging, Biomarkers and Lifestyle Flagship  Study of Ageing (AIBL).","Ellis, Kathryn A.; Szoeke, Cassandra; Bush, Ashley I.; Darby, David; Graham, Petra L.; Lautenschlager, Nicola T.; Macaulay, S. Lance; Martins, Ralph N.; Maruff, Paul; Masters, Colin L.; McBride, Simon J.; Pike, Kerryn E.; Rainey-Smith, Stephanie R.; Rembach, Alan; Robertson, Joanne; Rowe, Christopher C.; Savage, Greg; Villemagne, Victor L.; Woodward, Michael; Wilson, William; Zhang, Ping; Ames, David",2014,10.1017/S1041610213001956,
Rationale and Design of the Emory Healthy Aging and Emory Healthy Brain Studies.,"Goetz, Margarethe E.; Hanfelt, John J.; John, Samantha E.; Bergquist, Sharon H.; Loring, David W.; Quyyumi, Arshed; Clifford, Gari D.; Vaccarino, Viola; Goldstein, Felicia; Johnson Nd, Theodore M.; Kuerston, Richard; Marcus, Michele; Levey, Allan I.; Lah, James J.",2019,10.1159/000501856,
"Rationale, design and methods for a community-based study of clustering and cumulative effects of chronic disease processes and their effects on ageing: the  Busselton healthy ageing study.","James, Alan; Hunter, Michael; Straker, Leon; Beilby, John; Bucks, Romola; Davis, Tim; Eikelboom, Robert H.; Hillman, David; Hui, Jennie; Hung, Joe; Knuiman, Matthew; Mackey, David A.; Newton, Robert U.; Palmer, Lyle J.; Musk, Aw Bill",2013,10.1186/1471-2458-13-936,
Receiver-operating characteristics of adiposity for metabolic syndrome: the Healthy Aging in Neighborhoods of Diversity across the Life Span (HANDLS) study.,"Beydoun, May A.; Kuczmarski, Marie T. Fanelli; Wang, Youfa; Mason, Marc A.; Evans, Michele K.; Zonderman, Alan B.",2011,10.1017/S1368980010002648,
Reduced Lower Extremity Functioning Is Associated With an Increased Rate of Being a Nondriver: The National Health and Aging Trends Study.,"Cisewski, Jodi A; Durbin, Laura L; Bond, Elizabeth G; Qian, Min; Guralnik, Jack M; Kasper, Judith; Mielenz, Thelma J",2019,10.1093/ptj/pzz037,
Reduction in Allostatic Load in Older Adults Is Associated With Lower All-Cause Mortality Risk: MacArthur Studies of Successful Aging,"Karlamangla, Arun S.; Singer, Burton H.; Seeman, Teresa E.",2006,10.1097/01.psy.0000221270.93985.82,
Reductions in cognitive functioning are associated with decreases in satisfaction with aging. Longitudinal findings based on a nationally representative sample.,"Hajek, André; Buczak-Stec, Elzbieta; Riedel-Heller, Steffi G.; König, Hans-Helmut",2020,10.1016/j.archger.2020.104072,
Regular running in an air-polluted environment: physiological and anthropometric protocol for a prospective cohort study (Healthy Aging in Industrial Environment  Study - Program 4).,"Cipryan, Lukas; Kutac, Petr; Dostal, Tomas; Zimmermann, Matthew; Krajcigr, Miroslav; Jandackova, Vera; Sram, Radim; Jandacka, Daniel; Hofmann, Peter",2020,10.1136/bmjopen-2020-040529,
Relation between mealtime distribution of protein intake and lean mass loss in free-living older adults of the NuAge study.,"Farsijani, Samaneh; Morais, José A.; Payette, Hélène; Gaudreau, Pierrette; Shatenstein, Bryna; Gray-Donald, Katherine; Chevalier, Stéphanie",2016,10.3945/ajcn.116.130716,
Relation of driving status to incident life space constriction in community-dwelling older persons: a prospective cohort study.,"Shah, Raj C.; Maitra, Kinsuk; Barnes, Lisa L.; James, Bryan D.; Leurgans, Sue; Bennett, David A.",2012,10.1093/gerona/gls133,
Relation of social integration to inflammatory marker concentrations in men and women 70 to 79 years.,"Loucks, Eric B.; Berkman, Lisa F.; Gruenewald, Tara L.; Seeman, Teresa E.",2006,10.1016/j.amjcard.2005.10.043,
Relationship between diet quality and cognition depends on socioeconomic position in healthy older adults.,"Parrott, Matthew D.; Shatenstein, Bryna; Ferland, Guylaine; Payette, Hélène; Morais, José A.; Belleville, Sylvie; Kergoat, Marie-Jeanne; Gaudreau, Pierrette; Greenwood, Carol E.",2013,10.3945/jn.113.181115,
Relationship Between Vasoreactivity And Structure In An Elderly Cohort Of The Louisiana Healthy Aging Study: 1601: Board #203 May 27 11:00 AM - 12:30 PM,"Welsch, Michael A. FACSM; Credeur, Daniel P.; Johannsen, Darcy; Ravussin, Eric; Jazwinski, S. Michal",2009,10.1249/01.MSS.0000354766.38759.13,
Relationships between socio-clinico-demographic factors and global cognitive function in the oldest old living in the Tokyo Metropolitan area: Reanalysis of the  Tokyo Oldest Old Survey on Total Health (TOOTH).,"Eguchi, Yoko; Tasato, Kumiko; Nakajima, Shinichiro; Noda, Yoshihiro; Tsugawa, Sakiko; Shinagawa, Shunichiro; Niimura, Hidehito; Hirose, Nobuyoshi; Arai, Yasumichi; Mimura, Masaru",2018,10.1002/gps.4873,
"Relative Deprivation, Poverty, and Mortality in Japanese Older Adults: A Six-Year Follow-Up of the JAGES Cohort Survey.","Saito, Masashige; Kondo, Naoki; Oshio, Takashi; Tabuchi, Takahiro; Kondo, Katsunori",2019,10.3390/ijerph16020182,
Religiosity Dimensions and Disability-Free Life Expectancy in Taiwan.,"Zimmer, Zachary; Chiu, Chi-Tsun; Saito, Yasuhiko; Jagger, Carol; Ofstedal, Mary-Beth; Lin, Yu-Hsuan",2020,10.1177/0898264319843445,
Religious service attendance and allostatic load among high-functioning elderly.,"Maselko, Joanna; Kubzansky, Laura; Kawachi, Ichiro; Seeman, Teresa; Berkman, Lisa",2007,10.1097/PSY.0b013e31806c7c57,
Religious service attendance and decline in pulmonary function in a high-functioning elderly cohort.,"Maselko, Joanna; Kubzansky, Laura; Kawachi, Ichiro; Staudenmayer, John; Berkman, Lisa",2006,10.1207/s15324796abm3203_11,
Repeatable Battery for the Assessment of Neuropsychological Status (RBANS): Normative Data for Older Adults.,"Olaithe, Michelle; Weinborn, Michael; Lowndes, Talitha; Ng, Amanda; Hodgson, Erica; Fine, Lara; Parker, Denise; Pushpanathan, Maria; Bayliss, Donna; Anderson, Mike; Bucks, Romola S.",2019,10.1093/arclin/acy102,
Resistance training performed with single-set is sufficient to reduce cardiovascular risk factors in untrained older women: The randomized clinical trial. Active Aging Longitudinal Study.,"Cunha, Paolo M.; Ribeiro, Alex S.; Nunes, João Pedro; Tomeleri, Crisieli M.; Nascimento, Matheus A.; Moraes, Gabriel K.; Sugihara, Paulo; Barbosa, Décio S.; Venturini, Danielle; Cyrino, Edilson S.",2019,10.1016/j.archger.2018.12.012,
Retinal thinning is uniquely associated with medial temporal lobe atrophy in neurologically normal older adults,"Casaletto, Kaitlin B.; Ward, Michael E.; Baker, Nicholas S.; Bettcher, Brianne M.; Gelfand, Jeffrey M.; Li, Yaqiao; Chen, Robert; Dutt, Shubir; Miller, Bruce; Kramer, Joel H.; Green, Ari J.",2017,10.1016/j.neurobiolaging.2016.12.011,
Risk factors for late-life depression and correlates of antidepressant use in Costa Rica: Results from a nationally-representative longitudinal survey of older adults.,"Gertner, Alex K.; Domino, Marisa Elena; Dow, William H.",2017,10.1016/j.jad.2016.08.063,
Risk of all-cause mortality associated with chronic obstructive pulmonary disease and the role of healthy ageing trajectories: a population-based study of middle-aged  and older adults.,"Bayes-Marin, Ivet; Sanchez-Niubo, Albert; Fernández, Daniel; Haro, Josep Maria; Olaya, Beatriz",2021,10.1136/bmjopen-2021-050947,
Role of electrocardiographic early repolarization pattern in long-term outcomes of a community-based middle-aged and geriatric ambulatory population: a prospective  cohort study.,"Juang, Jyh-Ming Jimmy; Huang, Yu-Jyun; Chang, I.-Shou; Chen, Ching-Yu Julius; Wu, I.-Chien; Hsu, Chih-Cheng; Chen, Tzu-Yu; Tseng, Wei-Ting; Yeh, Shih-Fan Sherri; Hsiung, Chao Agnes",2020,10.18632/aging.202369,
Role of grandparenting in postmenopausal women's cognitive health: results from the Women's Healthy Aging Project.,"Burn, Katherine F.; Henderson, Victor W.; Ames, David; Dennerstein, Lorraine; Szoeke, Cassandra",2014,10.1097/GME.0000000000000236,
Running and Physical Activity in an Air-Polluted Environment: The Biomechanical and Musculoskeletal Protocol for a Prospective Cohort Study 4HAIE (Healthy Aging in  Industrial Environment-Program 4).,"Jandacka, Daniel; Uchytil, Jaroslav; Zahradnik, David; Farana, Roman; Vilimek, Dominik; Skypala, Jiri; Urbaczka, Jan; Plesek, Jan; Motyka, Adam; Blaschova, Denisa; Beinhauerova, Gabriela; Rygelova, Marketa; Brtva, Pavel; Balazova, Klara; Horka, Veronika; Malus, Jan; Silvernail, Julia Freedman; Irwin, Gareth; Nieminen, Miika T.; Casula, Victor; Juras, Vladimir; Golian, Milos; Elavsky, Steriani; Knapova, Lenka; Sram, Radim; Hamill, Joseph",2020,10.3390/ijerph17239142,
Sarcopenic/obesity and physical capacity in older men and women: data from the Nutrition as a Determinant of Successful Aging (NuAge)-the Quebec longitudinal  Study.,"Bouchard, Danielle R.; Dionne, Isabelle J.; Brochu, Martin",2009,10.1038/oby.2009.109,
"Self-perceptions of ageing, GP visits and frequent attendance. Longitudinal findings from the German Ageing Survey.","Hajek, André; König, Hans-Helmut",2021,10.1080/13607863.2020.1742659,
Self-reported hearing loss in baby boomers from the Busselton Healthy Ageing Study: audiometric correspondence and predictive value.,"Swanepoel, De Wet; Eikelboom, Robert H.; Hunter, Michael L.; Friedland, Peter L.; Atlas, Marcus D.",2013,10.3766/jaaa.24.6.7,
Self-reported medication side effects in an older cohort living independently in the community--the Melbourne Longitudinal Study on Healthy Ageing (MELSHA): cross-sectional analysis of prevalence and risk factors.,"Thomson, Jennifer A; Wang, Wei C; Browning, Colette; Kendig, Hal L",2010,10.1186/1471-2318-10-37,
Self-reported sleep disturbances are associated with poorer cognitive performance in older adults with hypertension: a multi-parameter risk factor investigation.,"Kohn, Jordan N.; Troyer, Emily; Guay-Ross, Robert N.; Wilson, Kathleen; Walker, Amanda; Spoon, Chad; Pruitt, Christopher; Lyasch, Gary; Pung, Meredith A.; Milic, Milos; Redwine, Laura S.; Hong, Suzi",2020,10.1017/S1041610219001492,
Serum ferritin levels associated with increased risk for developing CHD in a low-income urban population.,"Olesnevich, Meghan E.; Fanelli Kuczmarski, Marie; Mason, Marc; Fang, Chengshun; Zonderman, Alan B.; Evans, Michele K.",2012,10.1017/S1368980011003284,
Serum markers in relation to cognitive functioning in an aging population: results of the Maastricht Aging Study (MAAS).,"Teunissen, C. E.; van Boxtel, M. P. J.; Bosma, H.; Jolles, J.; Lütjohann, D.; von Bergmann, K.; Wauters, A.; Bosmans, E.; Maes, M.; Delanghe, J.; De Bruijn, C.; Steinbusch, H. W. M.; Blom, H. J.; de Vente, J.",2003,NA,
Serum Uric Acid and Its Association with Longitudinal Cognitive Change Among Urban Adults.,"Beydoun, May A.; Canas, Jose-Atilio; Dore, Gregory A.; Beydoun, Hind A.; Rostant, Ola S.; Fanelli-Kuczmarski, Marie T.; Evans, Michele K.; Zonderman, Alan B.",2016,10.3233/JAD-160028,
"Sex differences in physical performance by age, educational level, ethnic groups and birth cohort: The Longitudinal Aging Study Amsterdam.","Sialino, Lena D.; Schaap, Laura A.; van Oostrom, Sandra H.; Nooyens, Astrid C. J.; Picavet, Hendrika S. J.; Twisk, Johannes W. R.; Verschuren, W. M. Monique; Visser, Marjolein; Wijnhoven, Hanneke A. H.",2019,10.1371/journal.pone.0226342,
Sex-Specific Relationship Between Long-Term Maintenance of Physical Activity and Cognition in the Health ABC Study: Potential Role of Hippocampal and Dorsolateral  Prefrontal Cortex Volume.,"Barha, Cindy K.; Best, John R.; Rosano, Caterina; Yaffe, Kristine; Catov, Janet M.; Liu-Ambrose, Teresa",2020,10.1093/gerona/glz093,
Sexual function in the late postmenopause: a decade of follow-up in a population-based cohort of Australian women.,"Lonnèe-Hoffmann, Risa A. M.; Dennerstein, Lorraine; Lehert, Philippe; Szoeke, Cassandra",2014,10.1111/jsm.12590,
Sixteen-year predictors of successful aging from a southern Brazilian cohort: The PALA study,"Rinaldi, Juciclara; do Canto Souza, Gabriele; Camozzato, Ana Luiza; Chaves, Marcia Lorena Fagundes",2018,10.1590/1980-57642018dn12-030002,
